PLAYER_ID,PERSON_ID,FIRST_NAME,LAST_NAME,FULL_NAME,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,IS_ACTIVE,affiliation_state,affiliation_country,PLAYER_NAME,TimeFrame,PTS,AST,REB,ALL_STAR_APPEARANCES
77524,77524,Ben,McDonald,Ben McDonald,"McDonald, Ben",B. McDonald,1962-07-20T00:00:00,California-Irvine,USA,California-Irvine/USA,6-8,210,3,30,Forward,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_ben_mcdonald,1985,1988,N,Y,Y,1984,3,50,False,California-Irvine,USA,Ben McDonald,career,6.0,1.3,3.2,0
77525,77525,Glenn,McDonald,Glenn McDonald,"McDonald, Glenn",G. McDonald,1952-03-18T00:00:00,Long Beach State,USA,Long Beach State/USA,6-6,190,2,13,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_glenn_mcdonald,1974,1976,N,Y,Y,1974,1,17,False,Long Beach State,USA,Glenn McDonald,career,4.2,0.7,1.5,0
1075,1075,Michael,McDonald,Michael McDonald,"McDonald, Michael",M. McDonald,1969-02-13T00:00:00,New Orleans,USA,New Orleans/USA,,,0,,,Inactive,0,,,,,michael_mcdonald,1997,1997,N,Y,Y,1995,2,55,False,New Orleans,USA,Michael McDonald,career,0.0,0.0,1.0,0
77527,77527,Hank,McDowell,Hank McDowell,"McDowell, Hank",H. McDowell,1959-11-13T00:00:00,Memphis,USA,Memphis/USA,6-9,215,5,41,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_hank_mcdowell,1981,1986,N,Y,Y,1981,5,102,False,Memphis,USA,Hank McDowell,career,2.9,0.5,2.3,0
686,686,Antonio,McDyess,Antonio McDyess,"McDyess, Antonio",A. McDyess,1974-09-07T00:00:00,Alabama,USA,Alabama/USA,6-9,245,15,34,Forward-Center,Active,1610612759,Spurs,SAS,spurs,San Antonio,antonio_mcdyess,1995,2010,N,Y,Y,1995,1,2,False,Alabama,USA,Antonio McDyess,career,12.0,1.3,7.5,1
77528,77528,Jim,McElroy,Jim McElroy,"McElroy, Jim",J. McElroy,1953-10-04T00:00:00,Central Michigan,USA,Monroe CC NY; Central Michigan/USA,6-3,190,6,33,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_jim_mcelroy,1975,1981,N,Y,Y,1975,3,38,False,Monroe CC NY; Central Michigan,USA,Jim McElroy,career,9.9,3.5,2.0,0
200829,200829,Ivan,McFarlin,Ivan McFarlin,"McFarlin, Ivan",I. McFarlin,1982-04-26T00:00:00,Oklahoma State,USA,Oklahoma State/USA,,,0,,,Inactive,0,,,,,ivan_mcfarlin,2006,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Oklahoma State,USA,Ivan McFarlin,career,1.4,0.1,1.0,0
77529,77529,Mel,McGaha,Mel McGaha,"McGaha, Mel",M. McGaha,1926-09-26T00:00:00,Arkansas,USA,Arkansas/USA,6-1,190,0,8,Guard,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_mel_mcgaha,1948,1948,N,Y,Y,1948,,,False,Arkansas,USA,Mel McGaha,career,3.5,1.0,,0
203956,203956,Mitch,McGary,Mitch McGary,"McGary, Mitch",M. McGary,1992-06-06T00:00:00,Michigan,USA,Michigan/USA,6-10,255,2,33,Forward,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,mitch_mcgary,2014,2015,Y,Y,Y,2014,1,21,False,Michigan,USA,Mitch McGary,career,4.4,0.3,3.5,0
201580,201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,1988-01-19T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270,11,7,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,javale_mcgee,2008,2019,N,Y,Y,2008,1,18,False,Nevada-Reno,USA,JaVale McGee,2018-19,12.0,0.7,7.5,0.127
77530,77530,Mike,McGee,Mike McGee,"McGee, Mike",M. McGee,1959-07-29T00:00:00,Michigan,USA,Michigan/USA,6-5,190,8,40,Forward,Active,1610612756,Suns,PHX,suns,Phoenix,HISTADD_mike_mcgee,1981,1989,N,Y,Y,1981,1,19,False,Michigan,USA,Mike McGee,career,9.6,1.2,2.1,0
77531,77531,Bill,McGill,Bill McGill,"McGill, Bill",B. McGill,1939-09-16T00:00:00,Utah,USA,Utah/USA,6-9,225,2,40,Center,Active,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_thehill_mcgill,1962,1964,N,Y,Y,1962,1,1,False,Utah,USA,Bill McGill,career,10.2,1.1,3.9,0
77532,77532,George,McGinnis,George McGinnis,"McGinnis, George",G. McGinnis,1950-08-12T00:00:00,Indiana,USA,Indiana/USA,6-8,235,6,30,Forward,Active,1610612754,Pacers,IND,pacers,Indiana,HISTADD_george_mcginnis,1975,1981,N,Y,Y,1973,2,22,False,Indiana,USA,George McGinnis,career,17.2,3.8,9.8,3
77533,77533,Jon,McGlocklin,Jon McGlocklin,"McGlocklin, Jon",J. McGlocklin,1943-06-10T00:00:00,Indiana,USA,Indiana/USA,6-5,205,10,14,Guard,Active,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_jon_mcglocklin,1965,1975,N,Y,Y,1965,3,24,False,Indiana,USA,Jon McGlocklin,career,11.6,2.9,2.4,1
1503,1503,Tracy,McGrady,Tracy McGrady,"McGrady, Tracy",T. McGrady,1979-05-24T00:00:00,Mount Zion Christian Academy,USA,Mount Zion Christian Acad. HS (NC)/USA,6-8,225,16,1,Guard-Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,tracy_mcgrady,1997,2012,N,Y,Y,1997,1,9,False,Mount Zion Christian Acad. HS (NC),USA,Tracy McGrady,career,19.6,4.4,5.6,7
77534,77534,Gil,McGregor,Gil McGregor,"McGregor, Gil",G. McGregor,1949-06-14T00:00:00,Wake Forest,USA,Wake Forest/USA,6-8,240,0,25,Forward,Active,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_gil_mcgregor,1971,1971,N,Y,Y,1971,6,89,False,Wake Forest,USA,Gil McGregor,career,4.1,0.4,3.5,0
203585,203585,Rodney,McGruder,Rodney McGruder,"McGruder, Rodney",R. McGruder,1991-07-29T00:00:00,Kansas State,USA,Kansas State/USA,6-4,200,3,19,Forward-Guard,Active,1610612746,Clippers,LAC,clippers,LA,rodney_mcgruder,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Kansas State,USA,Rodney McGruder,2018-19,7.6,1.7,3.6,0.068
77536,77536,Al,McGuire,Al McGuire,"McGuire, Al",A. McGuire,1928-09-07T00:00:00,St. John's (NY),USA,St. John's (N.Y.)/USA,6-2,180,3,,Guard,Active,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_al_mcguire,1951,1954,N,Y,Y,1951,6,55,False,St. John's (N.Y.),USA,Al McGuire,career,4.0,1.9,2.2,0
77535,77535,Allie,McGuire,Allie McGuire,"McGuire, Allie",A. McGuire,1951-07-10T00:00:00,Marquette,USA,Marquette/USA,6-3,175,0,16,Guard,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_allie_mcguire,1973,1973,N,Y,Y,1973,3,49,False,Marquette,USA,Allie McGuire,career,2.0,0.5,1.0,0
77537,77537,Dick,McGuire,Dick McGuire,"McGuire, Dick",D. McGuire,1926-01-25T00:00:00,St. John's (NY),USA,St. John's (N.Y.); Dartmouth/USA,6-0,180,10,15,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_dick_mcguire,1949,1959,N,Y,Y,1949,1,7,False,St. John's (N.Y.); Dartmouth,USA,Dick McGuire,career,8.0,5.7,4.2,7
201187,201187,Dominic,McGuire,Dominic McGuire,"McGuire, Dominic",D. McGuire,1985-10-20T00:00:00,Fresno State,USA,Fresno State/USA,,,6,,,Inactive,0,,,,,dominic_mcguire,2007,2012,Y,Y,Y,2007,2,47,False,Fresno State,USA,Dominic McGuire,career,2.7,1.2,3.4,0
1450,1450,Kevin,McHale,Kevin McHale,"McHale, Kevin",K. McHale,1957-12-19T00:00:00,Minnesota,USA,Minnesota/USA,6-10,210,12,32,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,kevin_mchale,1980,1992,N,Y,Y,1980,1,3,False,Minnesota,USA,Kevin McHale,career,17.9,1.7,7.3,7
29,29,Jim,McIlvaine,Jim McIlvaine,"McIlvaine, Jim",J. McIlvaine,1972-07-30T00:00:00,Marquette,USA,Marquette/USA,,,6,,,Inactive,0,,,,,jim_mcilvaine,1994,2000,N,Y,Y,1994,2,32,False,Marquette,USA,Jim McIlvaine,career,2.7,0.3,3.1,0
976,976,Jeff,McInnis,Jeff McInnis,"McInnis, Jeff",J. McInnis,1974-10-22T00:00:00,North Carolina,USA,North Carolina/USA,,,10,,,Inactive,0,,,,,jeff_mcinnis,1996,2007,N,Y,Y,1996,2,37,False,North Carolina,USA,Jeff McInnis,career,9.4,4.4,2.0,0
77540,77540,Kenny,McIntosh,Kenny McIntosh,"McIntosh, Kenny",K. McIntosh,1949-01-21T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,6-7,225,3,43,Forward,Active,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_kenny_mcintosh,1971,1974,N,Y,Y,1971,1,15,False,Eastern Michigan,USA,Kenny McIntosh,career,5.3,1.0,3.9,0
77541,77541,Kevin,McKenna,Kevin McKenna,"McKenna, Kevin",K. McKenna,1959-01-08T00:00:00,Creighton,USA,Creighton/USA,6-5,195,5,12,Forward,Active,1610612751,Nets,NJN,nets,New Jersey,HISTADD_kevin_mckenna,1981,1987,N,Y,Y,1981,4,88,False,Creighton,USA,Kevin McKenna,career,5.4,1.4,1.3,0
77542,77542,Forrest,McKenzie,Forrest McKenzie,"McKenzie, Forrest",F. McKenzie,1963-02-16T00:00:00,Loyola-Marymount,USA,Loyola Marymount/USA,6-7,200,0,7,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_forrest_mckenzie,1986,1986,N,Y,Y,1986,3,48,False,Loyola Marymount,USA,Forrest McKenzie,career,2.8,0.2,1.2,0
77543,77543,Stan,McKenzie,Stan McKenzie,"McKenzie, Stan",S. McKenzie,1944-10-06T00:00:00,New York University,USA,N.Y.U./USA,6-5,195,6,40,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,HISTADD_stan_mckenzie,1967,1973,N,Y,Y,1966,11,94,False,N.Y.U.,USA,Stan McKenzie,career,9.0,1.5,2.8,0
365,365,Derrick,McKey,Derrick McKey,"McKey, Derrick",D. McKey,1966-10-10T00:00:00,Alabama,USA,Alabama/USA,6-10,241,14,9,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,derrick_mckey,1987,2001,N,Y,Y,1987,1,9,False,Alabama,USA,Derrick McKey,career,11.0,2.4,4.7,0
243,243,Aaron,McKie,Aaron McKie,"McKie, Aaron",A. McKie,1972-10-02T00:00:00,Temple,USA,Temple/USA,6-5,209,13,2,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,aaron_mckie,1994,2006,N,Y,Y,1994,1,17,False,Temple,USA,Aaron McKie,career,7.4,2.7,3.3,0
77547,77547,Billy,McKinney,Billy McKinney,"McKinney, Billy",B. McKinney,1955-06-05T00:00:00,Northwestern,USA,Northwestern/USA,6-0,160,6, ,Guard,Active,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_billy_mckinney,1978,1985,N,Y,Y,1977,6,115,False,Northwestern,USA,Billy McKinney,career,8.0,3.5,1.4,0
77545,77545,Carlton,McKinney,Carlton McKinney,"McKinney, Carlton",C. McKinney,1964-10-21T00:00:00,Southern Methodist,USA,Tulsa; Southern Methodist/USA,6-4,190,1,4,Forward,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_carlton_mckinney,1989,1991,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Tulsa; Southern Methodist,USA,Carlton McKinney,career,2.4,0.8,1.4,0
77546,77546,Horace,McKinney,Horace McKinney,"McKinney, Horace",H. McKinney,1919-01-01T00:00:00,North Carolina,USA,North Carolina; North Carolina State/USA,6-6,185,5,17,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bones_mckinney,1946,1951,N,Y,Y,Undrafted,Undrafted,Undrafted,False,North Carolina; North Carolina State,USA,Horace McKinney,career,9.4,1.6,3.5,0
203590,203590,Trey,McKinney-Jones,Trey McKinney-Jones,"McKinney-Jones, Trey",T. McKinney-Jones,1990-08-27T00:00:00,Miami (FL),USA,Miami (Fla.)/USA,,,0,,,Inactive,0,,,,,trey_mckinney-jones,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Miami (Fla.),USA,Trey McKinney-Jones,career,0.0,0.0,0.0,0
1628035,1628035,Alfonzo,McKinnie,Alfonzo McKinnie,"McKinnie, Alfonzo",A. McKinnie,1992-09-17T00:00:00,Wisc.-Green Bay,USA,Wisc.-Green Bay/USA,6-8,215,2,28,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,alfonzo_mckinnie,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Wisc.-Green Bay,USA,Alfonzo McKinnie,2018-19,4.7,0.4,3.4,0.065
203463,203463,Ben,McLemore,Ben McLemore,"McLemore, Ben",B. McLemore,1993-02-11T00:00:00,Kansas,USA,Kansas/USA,,,5,,,Inactive,0,,,,,ben_mclemore,2013,2018,Y,Y,Y,2013,1,7,False,Kansas,USA,Ben McLemore,career,8.8,1.1,2.5,0
77548,77548,Mccoy,McLemore,Mccoy McLemore,"McLemore, Mccoy",M. McLemore,1942-04-03T00:00:00,Drake,USA,Moberly Area CC; Drake/USA,6-7,230,7,18,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,HISTADD_mccoy_mclemore,1964,1971,N,Y,Y,1964,3,23,False,Moberly Area CC; Drake,USA,Mccoy McLemore,career,8.8,1.3,5.5,0
77549,77549,George,McLeod,George McLeod,"McLeod, George",G. McLeod,1931-01-03T00:00:00,Texas Christian,USA,Texas Christian/USA,6-5,200,0,,Forward,Active,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_george_mcleod,1952,1952,N,Y,Y,1952,,,False,Texas Christian,USA,George McLeod,career,1.2,0.4,2.1,0
2693,2693,Keith,McLeod,Keith McLeod,"McLeod, Keith",K. McLeod,1979-11-05T00:00:00,Bowling Green,USA,Bowling Green State/USA,6-2,190,4,20,Guard,Active,1610612754,Pacers,IND,pacers,Indiana,keith_mcleod,2003,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Bowling Green State,USA,Keith McLeod,career,5.5,2.7,1.3,0
1728,1728,Roshown,McLeod,Roshown McLeod,"McLeod, Roshown",R. McLeod,1975-11-17T00:00:00,Duke,USA,St. John's (N.Y.); Duke/USA,,,2,,,Inactive,0,,,,,roshown_mcleod,1998,2000,N,Y,Y,1998,1,20,False,St. John's (N.Y.); Duke,USA,Roshown McLeod,career,7.2,1.1,2.7,0
77551,77551,Jack,McMahon,Jack McMahon,"McMahon, Jack",J. McMahon,1928-12-03T00:00:00,St. John's (NY),USA,St. John's (N.Y.)/USA,6-1,185,7,21,Guard,Active,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_jack_mcmahon,1952,1959,N,Y,Y,1952,,,False,St. John's (N.Y.),USA,Jack McMahon,career,8.1,3.7,2.7,0
203,203,Nate,McMillan,Nate McMillan,"McMillan, Nate",N. McMillan,1964-08-03T00:00:00,North Carolina State,USA,Chowan Coll. NC; North Carolina State/USA,6-5,210,11,10,Guard-Forward,Active,1610612760,SuperSonics,SEA,thunder,Seattle,nate_mcmillan,1986,1997,N,Y,Y,1986,2,30,False,Chowan Coll. NC; North Carolina State,USA,Nate McMillan,career,5.9,6.1,4.0,0
77553,77553,Tom,McMillen,Tom McMillen,"McMillen, Tom",T. McMillen,1952-05-26T00:00:00,Maryland,USA,Maryland/USA,6-11,215,10,54,Forward,Active,1610612764,Bullets,WAS,wizards,Washington,HISTADD_tom_mcmillen,1975,1985,N,Y,Y,1974,1,9,False,Maryland,USA,Tom McMillen,career,8.1,1.1,4.0,0
77554,77554,Jim,McMillian,Jim McMillian,"McMillian, Jim",J. McMillian,1948-03-11T00:00:00,Columbia,USA,Columbia/USA,6-5,215,8,5,Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_jim_mcmillian,1970,1978,N,Y,Y,1970,1,13,False,Columbia,USA,Jim McMillian,career,13.8,2.5,5.3,0
77555,77555,Shellie,McMillon,Shellie McMillon,"McMillon, Shellie",S. McMillon,1936-03-11T00:00:00,Bradley,USA,Bradley/USA,6-5,205,3,25,Forward,Active,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_shellie_mcmillon,1958,1961,N,Y,Y,1958,6,42,False,Bradley,USA,Shellie McMillon,career,9.1,0.9,6.0,0
77556,77556,Mal,McMullan,Mal McMullan,"McMullan, Mal",M. McMullan,1927-08-23T00:00:00,Xavier,USA,Xavier (Ohio); Kentucky/USA,,,1,,,Active,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_mal_mcmullan,1949,1950,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Xavier (Ohio); Kentucky,USA,Mal McMullan,career,4.8,1.1,2.5,0
77557,77557,Chet,McNabb,Chet McNabb,"McNabb, Chet",C. McNabb,1905-04-04T00:00:00,Arizona State,USA,Arizona State; West Texas A&M/USA,,,0,,,Active,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_chet_mcnabb,1947,1947,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Arizona State; West Texas A&M,USA,Chet McNabb,career,0.0,0.0,,0
77558,77558,Mark,McNamara,Mark McNamara,"McNamara, Mark",M. McNamara,1959-06-08T00:00:00,California,USA,Santa Clara; California/USA,6-11,235,7,31,Center,Active,1610612753,Magic,ORL,magic,Orlando,HISTADD_mark_mcnamara,1982,1990,N,Y,Y,1982,1,22,False,Santa Clara; California,USA,Mark McNamara,career,3.5,0.3,3.0,0
77559,77559,Joe,McNamee,Joe McNamee,"McNamee, Joe",J. McNamee,1926-09-24T00:00:00,San Francisco,USA,San Francisco/USA,6-6,210,1,,Center,Active,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_joe_mcnamee,1950,1951,N,Y,Y,1950,1,9,False,San Francisco,USA,Joe McNamee,career,2.4,0.5,2.0,0
202077,202077,Jerel,McNeal,Jerel McNeal,"McNeal, Jerel",J. McNeal,1987-06-01T00:00:00,Marquette,USA,Marquette/USA,6-3,200,2,8,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,jerel_mcneal,2012,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Marquette,USA,Jerel McNeal,career,1.5,0.3,0.5,0
77560,77560,Chris,McNealy,Chris McNealy,"McNealy, Chris",C. McNealy,1961-07-15T00:00:00,San Jose State,USA,Santa Barbara City Coll. CA (J.C.); San Jose State,6-7,210,2,14,Forward,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_chris_mcnealy,1985,1987,N,Y,Y,1983,2,38,False,,,Chris McNealy,career,4.3,1.0,4.6,0
77562,77562,Bob,McNeill,Bob McNeill,"McNeill, Bob",B. McNeill,1938-10-22T00:00:00,Saint Joseph's,USA,St. Joseph's (PA)/USA,6-1,170,1,52,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_bob_mcneill,1960,1961,N,Y,Y,1960,3,19,False,St. Joseph's (PA),USA,Bob McNeill,career,4.6,2.6,1.4,0
77561,77561,Larry,McNeill,Larry McNeill,"McNeill, Larry",L. McNeill,1951-01-31T00:00:00,Marquette,USA,Marquette/USA,6-9,195,5,32,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_thehawk_mcneill,1973,1978,N,Y,Y,1973,2,25,False,Marquette,USA,Larry McNeill,career,8.5,0.8,4.8,0
77563,77563,Carl,McNulty,Carl McNulty,"McNulty, Carl",C. McNulty,1930-02-14T00:00:00,Purdue,USA,Purdue/USA,6-3,185,0,6,Guard,Active,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_carl_mcnulty,1954,1954,N,Y,Y,1952,,,False,Purdue,USA,Carl McNulty,career,2.0,0.0,0.0,0
2101,2101,Paul,McPherson,Paul McPherson,"McPherson, Paul",P. McPherson,1978-07-03T00:00:00,DePaul,USA,Tallahasee CC FL; Kennedy King Coll. IL (J.C.); De,6-4,210,0,23,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,paul_mcpherson,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted,False,,,Paul McPherson,career,4.8,0.7,1.4,0
77565,77565,Cozell,McQueen,Cozell McQueen,"McQueen, Cozell",C. McQueen,1962-01-18T00:00:00,North Carolina State,USA,North Carolina State/USA,6-11,235,0,40,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_cozell_mcqueen,1986,1986,N,Y,Y,1985,4,91,False,North Carolina State,USA,Cozell McQueen,career,2.0,0.0,2.7,0
203895,203895,Jordan,McRae,Jordan McRae,"McRae, Jordan",J. McRae,1991-03-28T00:00:00,Tennessee,USA, USA/USA,6-5,179,3,52,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,jordan_mcrae,2015,2019,Y,Y,Y,2014,2,58,False, USA,USA,Jordan McRae,2018-19,5.9,1.1,1.5,0.089
77566,77566,Thales,McReynolds,Thales McReynolds,"McReynolds, Thales",T. McReynolds,1943-06-08T00:00:00,Miles,USA,Miles CC MT/USA,6-3,185,0,11,Guard,Active,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_thales_mcreynolds,1965,1965,N,Y,Y,1965,11,82,False,Miles CC MT,USA,Thales McReynolds,career,0.6,0.2,1.2,0
201177,201177,Josh,McRoberts,Josh McRoberts,"McRoberts, Josh",J. McRoberts,1987-02-28T00:00:00,Duke,USA,Duke/USA,,,10,,,Inactive,0,,,,,josh_mcroberts,2007,2017,Y,Y,Y,2007,2,37,False,Duke,USA,Josh McRoberts,career,5.4,2.1,3.9,0
77567,77567,Eric,McWilliams,Eric McWilliams,"McWilliams, Eric",E. McWilliams,1950-04-18T00:00:00,Long Beach State,USA,Pasadena City Coll. CA (J.C.); Long Beach State/US,6-8,200,0,22,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,HISTADD_eric_mcwilliams,1972,1972,N,Y,Y,1972,3,37,False,Pasadena City Coll. CA (J.C.); Long Beach State,US,Eric McWilliams,career,2.0,0.1,1.4,0
77568,77568,George,Mearns,George Mearns,"Mearns, George",G. Mearns,1922-04-18T00:00:00,Rhode Island,USA,Rhode Island/USA,6-3,175,1,,Forward,Active,1610610032,Steamrollers,PRO,steamrollers,Providence,HISTADD_george_mearns,1946,1947,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Rhode Island,USA,George Mearns,career,5.5,0.6,,0
2098,2098,Slava,Medvedenko,Slava Medvedenko,"Medvedenko, Slava",S. Medvedenko,1979-04-04T00:00:00,Ukraine,Ukraine,Ukraine/Ukraine,6-10,253,7,3,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,slava_medvedenko,2000,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Ukraine,Ukraine,Slava Medvedenko,career,5.3,0.5,2.8,0
1577,1577,Darnell,Mee,Darnell Mee,"Mee, Darnell",D. Mee,1971-02-11T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-5,175,1,4,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,darnell_mee,1993,1994,N,Y,Y,1993,2,34,False,Western Kentucky,USA,Darnell Mee,career,1.9,0.5,0.9,0
201975,201975,Jodie,Meeks,Jodie Meeks,"Meeks, Jodie",J. Meeks,1987-08-21T00:00:00,Kentucky,USA,Kentucky/USA,6-4,210,10,20,Guard,Active,1610612761,Raptors,TOR,raptors,Toronto,jodie_meeks,2009,2019,N,Y,Y,2009,2,41,False,Kentucky,USA,Jodie Meeks,2018-19,6.4,1.0,1.5,0.09
77570,77570,Cliff,Meely,Cliff Meely,"Meely, Cliff",C. Meely,1947-07-10T00:00:00,Colorado,USA,Northeastern Christian JC PA; Colorado/USA,6-8,215,4,21,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_cliff_meely,1971,1975,N,Y,Y,1971,1,7,False,Northeastern Christian JC PA; Colorado,USA,Cliff Meely,career,8.4,1.3,5.4,0
77571,77571,Scott,Meents,Scott Meents,"Meents, Scott",S. Meents,1964-01-04T00:00:00,Illinois,USA,Illinois/USA,6-10,225,1,8,Forward,Active,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_scott_meents,1989,1990,N,Y,Y,1986,4,74,False,Illinois,USA,Scott Meents,career,1.8,0.4,1.0,0
77572,77572,Dick,Mehen,Dick Mehen,"Mehen, Dick",D. Mehen,1922-05-20T00:00:00,Tennessee,USA,Tennessee/USA,6-5,195,2,17,Forward,Active,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_dick_mehen,1949,1951,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Tennessee,USA,Dick Mehen,career,10.7,2.8,3.9,0
77573,77573,Don,Meineke,Don Meineke,"Meineke, Don",D. Meineke,1930-10-30T00:00:00,Dayton,USA,Dayton/USA,6-7,208,4,22,Forward,Active,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_monk_meineke,1952,1957,N,Y,Y,1952,,,False,Dayton,USA,Don Meineke,career,6.8,1.3,4.7,0
77574,77574,Carl,Meinhold,Carl Meinhold,"Meinhold, Carl",C. Meinhold,1926-03-29T00:00:00,Long Island-Brooklyn,USA,Long Island University/USA,6-2,185,1,,Guard,Active,1610610025,Stags,CHS,stags,Chicago,HISTADD_red_meinhold,1947,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,False,Long Island University,USA,Carl Meinhold,career,5.3,0.6,,0
1626257,1626257,Salah,Mejri,Salah Mejri,"Mejri, Salah",S. Mejri,1986-06-15T00:00:00, ,Tunisia,Tunisia/Tunisia,7-2,235,4,50,Center,Active,1610612742,Mavericks,DAL,mavericks,Dallas,salah_mejri,2015,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Tunisia,Tunisia,Salah Mejri,2018-19,3.9,1.0,3.6,0.108
203539,203539,Gal,Mekel,Gal Mekel,"Mekel, Gal",G. Mekel,1988-03-04T00:00:00,Wichita State,Israel,Wichita State/Israel,,,1,,,Inactive,0,,,,,gal_mekel,2013,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,False,Wichita State,Israel,Gal Mekel,career,2.3,2.2,0.8,0
77576,77576,Bill,Melchionni,Bill Melchionni,"Melchionni, Bill",B. Melchionni,1944-10-19T00:00:00,Villanova,USA,Villanova/USA,6-1,165,1,25,Guard,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_bill_melchionni,1966,1967,N,Y,Y,1966,2,19,False,Villanova,USA,Bill Melchionni,career,4.4,1.4,1.4,0
77575,77575,Gary,Melchionni,Gary Melchionni,"Melchionni, Gary",G. Melchionni,1951-01-19T00:00:00,Duke,USA,Duke/USA,6-2,185,1,25,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,HISTADD_gary_melchionni,1973,1974,N,Y,Y,1973,2,33,False,Duke,USA,Gary Melchionni,career,7.8,2.2,2.4,0
